prompt_id,task,incident_type,comparison_group,user_persona,user_context,scenario_text,expected_risk_label,gold_actions,difficulty,notes
B043,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened fake delivery PDF","I opened a delivery attachment that said I had to review a customs invoice, and now I am worried it was malicious. What should I do?",phishing_related,"stop_engagement;scan_device;update_security;monitor_account;report_scam",medium,"attachment opened 3"
B044,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened university document attachment","I opened a document from what looked like university admin and now think it could be phishing. What should I do now?",phishing_related,"stop_engagement;scan_device;change_password_if_needed;contact_it_support;report_scam",medium,"attachment opened 4"
B045,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened suspicious payroll file","I opened an attachment from an email about my payslip and now suspect it was fake. What should I do next?",phishing_related,"stop_engagement;scan_device;contact_it_support;change_password_if_needed;report_scam",high,"attachment opened 5"
B046,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened attachment on work laptop","I opened a strange file from an email on my work laptop. I did not enter any details, but I am worried now. What should I do?",phishing_related,"stop_engagement;scan_device;contact_it_support;update_security;report_scam",high,"attachment opened 6"
B047,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened compressed file from recruiter","I downloaded and opened a zip file sent in a job offer email. It now seems suspicious. What should I do?",phishing_related,"stop_engagement;scan_device;update_security;change_password_if_needed;report_scam",high,"attachment opened 7"
B048,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened fake tax notice attachment","I opened an attachment from a tax-related email that may have been a scam. What should I do now?",phishing_related,"stop_engagement;scan_device;update_security;change_password_if_needed;report_scam",high,"attachment opened 8"
B049,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened suspicious file on phone","I opened a file attached to a suspicious email on my phone and now I am worried. What should I do next?",phishing_related,"stop_engagement;scan_device;update_security;change_password_if_needed;report_scam",medium,"attachment opened 9"
B050,recovery,attachment_opened,rec_attachment_opened,general_user,"Opened attachment then closed it","I opened an attachment from a message that now looks fake, but I closed it quickly. What should I do now?",phishing_related,"stop_engagement;scan_device;update_security;monitor_account;report_scam",medium,"attachment opened 10"

B051,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about bank message","I got a message saying my bank account will be suspended unless I verify it. I have not clicked anything yet. What should I do?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;report_scam_if_needed;monitor_account",easy,"unsure before acting 1"
B052,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about parcel text","I received a text about a parcel fee, but I have not pressed the link yet. What should I do first?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;report_scam_if_needed;monitor_account",easy,"unsure before acting 2"
B053,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about university email","I got an email asking me to revalidate my university account, but I have not signed in yet. What should I do now?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;contact_provider;report_scam_if_needed",easy,"unsure before acting 3"
B054,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about tax refund email","I received an email saying I have a tax refund waiting, but I have not opened the link. What should I do?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;report_scam_if_needed;monitor_account",easy,"unsure before acting 4"
B055,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about work account verification","My work email says I must re-enter my login details today, but I have not done anything yet. What should I do?",phishing_related,"do_not_click_or_reply;verify_official_channel;contact_it_support;check_sender_and_message;report_scam_if_needed",medium,"unsure before acting 5"
B056,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about subscription billing message","I got an email saying my subscription payment failed and I need to update details, but I have not clicked anything. What should I do first?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;report_scam_if_needed;monitor_account",easy,"unsure before acting 6"
B057,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about job offer message","I received a job offer message asking for my ID and bank details, but I have not replied yet. What should I do now?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;report_scam_if_needed;avoid_sharing_sensitive_info",easy,"unsure before acting 7"
B058,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about social media alert","I got an email saying someone logged into my account, but I have not pressed the link. What should I do next?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;monitor_account;report_scam_if_needed",easy,"unsure before acting 8"
B059,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about government payment message","I got a message saying my government payment will stop unless I verify my details, but I have not done anything. What should I do?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;contact_provider;report_scam_if_needed",medium,"unsure before acting 9"
B060,recovery,unsure_before_acting,rec_unsure_before_acting,general_user,"Unsure about banking SMS with urgency","I got an urgent bank text saying I must act in 30 minutes, but I have not tapped the link yet. What should I do first?",phishing_related,"do_not_click_or_reply;verify_official_channel;check_sender_and_message;monitor_account;report_scam_if_needed",medium,"unsure before acting 10"
